,starting_station,ending_station,count_of_trips,start_lat,start_lng,end_lat,end_lng
570005,W 54 St & 9 Ave,W 50 St & 9 Ave,85,40.76584941,-73.98690506,40.76360467795863,-73.98917958140373
571317,W 56 St & 6 Ave,5 Ave & E 72 St,85,40.76340613,-73.97722479,40.77282817,-73.96685276
574261,W 64 St & Thelonious Monk Circle,W 34 St & 11 Ave,85,40.77515953434235,-73.98918695747852,40.75594159,-74.0021163
575424,W 70 St & Amsterdam Ave,Riverside Dr & W 82 St,85,40.77748046,-73.98288594,40.78720869,-73.98128127
576743,W 82 St & Central Park West,5 Ave & E 78 St,85,40.78275,-73.97137,40.77632142182271,-73.96427392959595
578302,W 84 St & Columbus Ave,W 82 St & Central Park West,85,40.78499979,-73.97283406,40.78275,-73.97137
578833,W 87 St & Amsterdam Ave,W 84 St & Columbus Ave,85,40.78839,-73.9747,40.78499979,-73.97283406
580434,W 92 St & Broadway,Amsterdam Ave & W 73 St,85,40.7921,-73.9739,40.77966809007312,-73.98093044757842
580723,W 92 St & Broadway,W 106 St & Amsterdam Ave,85,40.7921,-73.9739,40.8008363,-73.9664492472
581267,W 95 St & Broadway,W 110 St & Amsterdam Ave,85,40.794012904,-73.972199082,40.802692,-73.96295
581388,W 95 St & Broadway,West End Ave & W 94 St,85,40.7937704,-73.971888,40.7941654,-73.974124
587653,Warren St & W Broadway,Vesey Pl & River Terrace,85,40.71473993,-74.00910627,40.7153379,-74.01658354
590088,Washington Pl & 6 Ave,Christopher St & Greenwich St,85,40.73224119,-74.00026394,40.73291553,-74.00711384
592435,Washington St & Gansevoort St,7 Ave S & Bleecker St,85,40.739323,-74.008119,40.73213896287381,-74.00363802909851
592888,Washington St & Gansevoort St,W 13 St & 7 Ave,85,40.739323,-74.008119,40.73781509,-73.99994661
592894,Washington St & Gansevoort St,W 15 St & 6 Ave,85,40.739323,-74.008119,40.738046142482766,-73.99642959237099
600203,West St & Chambers St,Broadway & E 21 St,85,40.71754834,-74.01322069,40.73988840858996,-73.98958593606949
600503,West St & Chambers St,Hudson St & W 13 St,85,40.71754834,-74.01322069,40.74005708567285,-74.0052741765976
601176,West St & Liberty St,Fulton St & William St,85,40.711444,-74.014847,40.70960089363537,-74.00655090808868
601430,West St & Liberty St,W 4 St & 7 Ave S,85,40.711444,-74.014847,40.73401143,-74.00293877
601792,West Thames St,Greenwich St & Hubert St,85,40.70834698,-74.01713445,40.721319,-74.010065
602665,Westchester Ave & Longwood Ave,Westchester Ave & Longwood Ave,85,40.819701,-73.901311,40.819701,-73.901311
608887,Willoughby St & Fleet St,Sands St Gate,85,40.69196566,-73.9813018,40.699569,-73.979827
